population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,207,Ghana,2,Female,22,All ages,297,Tuberculosis,3,Rate,1990,49.76636654852579,82.41829579302582,29.247993220005593
1,All Population,1,Deaths,207,Ghana,3,Both,22,All ages,297,Tuberculosis,3,Rate,1990,66.69027596886475,94.4953687637109,48.408492080075874
1,All Population,1,Deaths,207,Ghana,1,Male,23,5-14 years,297,Tuberculosis,1,Number,1990,234.72572099886415,390.50338289268007,137.56705558677726
1,All Population,1,Deaths,207,Ghana,2,Female,23,5-14 years,297,Tuberculosis,1,Number,1990,189.11943192116058,315.13655977870457,106.09652802442335
1,All Population,1,Deaths,207,Ghana,3,Both,23,5-14 years,297,Tuberculosis,1,Number,1990,423.8451529200249,631.1307618055093,284.34348342026453
1,All Population,1,Deaths,207,Ghana,1,Male,23,5-14 years,297,Tuberculosis,2,Percent,1990,0.036818476437647414,0.06093488930028502,0.022676906918227525
1,All Population,1,Deaths,207,Ghana,2,Female,23,5-14 years,297,Tuberculosis,2,Percent,1990,0.04066436472388066,0.06663351828185428,0.02404452825406243
1,All Population,1,Deaths,207,Ghana,3,Both,23,5-14 years,297,Tuberculosis,2,Percent,1990,0.03843451852333452,0.05546379064732368,0.025917262335474
1,All Population,1,Deaths,207,Ghana,1,Male,23,5-14 years,297,Tuberculosis,3,Rate,1990,11.24437825096758,18.706802675233746,6.590057541657709
1,All Population,1,Deaths,207,Ghana,2,Female,23,5-14 years,297,Tuberculosis,3,Rate,1990,9.464413881979151,15.770895675765823,5.309562547135527
1,All Population,1,Deaths,207,Ghana,3,Both,23,5-14 years,297,Tuberculosis,3,Rate,1990,10.373843318592465,15.447272645228669,6.959463203348713
1,All Population,1,Deaths,207,Ghana,1,Male,24,15-49 years,297,Tuberculosis,1,Number,1990,2191.1036973943096,3171.5747137942813,1530.3338996457423
1,All Population,1,Deaths,207,Ghana,2,Female,24,15-49 years,297,Tuberculosis,1,Number,1990,1493.7227499631704,2373.737637655223,843.8111261801808
1,All Population,1,Deaths,207,Ghana,3,Both,24,15-49 years,297,Tuberculosis,1,Number,1990,3684.826447357482,5003.861000171836,2731.422713236286
1,All Population,1,Deaths,207,Ghana,1,Male,24,15-49 years,297,Tuberculosis,2,Percent,1990,0.12960576558019016,0.18582529591016506,0.08835130753606037
